shipping_group,shipping_group_code,n_products,median_loaded_weight,max_loaded_weight,dest_province,dest_city,region,km,total_cost
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,خوزستان,اندیمشک,جنوب,617,1233.9999999999998
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,یزد,انار,شرق,508,1015.9999999999999
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,مازندران,امیر کلا,شمال,240,479.99999999999994
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,خوزستان,امیدیه,جنوب,900,1799.9999999999998
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,خوزستان,امانیه,جنوب,771,1541.9999999999998
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,لرستان,الیگودرز,مرکز,369,737.9999999999999
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,لرستان,الشتر,مرکز,483,965.9999999999999
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,فارس,اقلید فارس,جنوب,675,1349.9999999999998
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,قزوین,اقبالیه,شمال,206,411.99999999999994
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,اردبیل,اصلاندوز,غرب,830,1659.9999999999998
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,اصفهان,اصفهان,مرکز,430,859.9999999999999
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,خراسان شمالی,اشخانه,شرق,693,1385.9999999999998
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,کرمانشاه,اسلام آباد غرب,غرب,560,1119.9999999999998
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,آذربایجان شرقی,اسکو,غرب,701,1401.9999999999998
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,خراسان شمالی,اسفراین,شرق,707,1413.9999999999998
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,لرستان,ازنا,مرکز,349,697.9999999999999
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,آذربایجان غربی,ارومیه,غرب,809,1617.9999999999998
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,فارس,ارسنجان,جنوب,810,1619.9999999999998
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,یزد,اردکان,شرق,546,1091.9999999999998
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,اصفهان,اردستان,مرکز,342,683.9999999999999
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,اردبیل,اردبیل,غرب,635,1269.9999999999998
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,مرکزی,اراک,مرکز,261,521.9999999999999
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,زنجان,ابهر,غرب,291,581.9999999999999
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,اصفهان,ابریشم,مرکز,440,879.9999999999999
کمپرسور کولرگازی  PH310M2CS,2010,8,1.9999999999999998,2.0,یزد,ابرکوه,شرق,694,1387.9999999999998
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,یزد,یزد,شرق,622,1244.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کهگیلویه و بویراحمد,یاسوج,جنوب,734,1468.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,بوشهر,ولایت جم,جنوب,1098,2196.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان شرقی,ورزقان,غرب,728,1456.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,همدان,همدان,مرکز,313,626.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خوزستان,هفتگل,جنوب,797,1594.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان شرقی,هشترود,غرب,572,1144.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,هرمزگان,هشتبندی,جنوب,1381,2762.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان شرقی,هریس سراب,غرب,706,1412.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کرمانشاه,هرسین,غرب,479,958.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان شرقی,هادی شهر,غرب,799,1598.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,سیستان و بلوچستان,نیک شهر,شرق,1652,3304.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان رضوی,نیشابور,شرق,770,1540.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اردبیل,نیر,غرب,676,1352.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,نی ریز,جنوب,968,1936.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,نوشهر,شمال,188,376.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,لرستان,نورآباد دلفان,مرکز,500,1000.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,نور آباد ممسنی,جنوب,833,1666.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,نور,شمال,228,456.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان جنوبی,نهبندان,شرق,1294,2588.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اردبیل,نمین,غرب,663,1326.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,نمک آبرود,شمال,185,370.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,نکاء,شمال,323,646.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان غربی,نقده,غرب,752,1504.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,نطنز,مرکز,301,602.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,نشتارود,شمال,209,418.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,نجف آباد,مرکز,446,892.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,نائین,مرکز,438,876.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,میمه,مرکز,301,602.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,یزد,میبد,شرق,551,1102.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان شرقی,میانه,غرب,512,1024.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان غربی,میاندوآب,غرب,681,1362.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,مورچه خورت,مرکز,396,792.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,یزد,مهریز,شرق,645,1290.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,ایلام,مهران,غرب,750,1500.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان غربی,مهاباد,غرب,727,1454.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان شرقی,ملکان,غرب,676,1352.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,همدان,ملایر,مرکز,363,726.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان رضوی,مشهد,شرق,894,1788.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اردبیل,مشگین شهر,غرب,731,1462.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خوزستان,مسجد سلیمان,جنوب,749,1498.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کردستان,مریوان,غرب,601,1202.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,مرودشت,جنوب,820,1640.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان شرقی,مرند,غرب,743,1486.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان شرقی,مراغه,غرب,637,1274.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,محمود آباد,شمال,229,458.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مرکزی,محلات,مرکز,249,498.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,مبارکه,مرکز,483,966.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خوزستان,ماهشهر,جنوب,885,1770.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مرکزی,مامونیه,مرکز,102,204.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان غربی,ماکو,غرب,925,1850.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,گیلان,لنگرود,شمال,406,812.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,گیلان,لاهیجان,شمال,391,782.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اردبیل,لاهرود,غرب,710,1420.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,لامرد,جنوب,1183,2366.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,لارستان,جنوب,1162,2324.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کرمانشاه,گیلان غرب,غرب,649,1298.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,گوگد,مرکز,326,652.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,گلستان,گنبد کاووس,شمال,549,1098.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,بوشهر,گناوه,جنوب,1019,2038.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان رضوی,گناباد,شرق,926,1852.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,گلوگاه,شمال,372,744.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,گلپایگان,مرکز,335,670.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان رضوی,گلبهار,شرق,866,1732.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اردبیل,گرمی,غرب,748,1496.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان شمالی,گرمه,شرق,583,1166.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,سمنان,گرمسار,شرق,115,230.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,گلستان,گرگان,شمال,431,862.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,گراش,جنوب,1777,3554.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کهگیلویه و بویراحمد,گچساران,جنوب,888,1776.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,لرستان,کوهدشت,مرکز,525,1050.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,کوهپایه ,مرکز,440,880.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,گیلان,کوچ اصفهان,شمال,376,752.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کرمانشاه,کنگاور,غرب,399,798.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,سیستان و بلوچستان,کنارک,شرق,1770,3540.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان شرقی,کلیبر,غرب,789,1578.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,کلاردشت,شمال,167,334.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,کلار آباد,شمال,190,380.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کرمانشاه,کرمانشاه,غرب,491,982.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کرمان,کرمان,شرق,968,1936.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,همدان,کبودر آهنگ,مرکز,283,566.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان رضوی,کاشمر,شرق,828,1656.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,کاشان,مرکز,230,460.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,کازرون,جنوب,915,1830.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,قیروکارزین,جنوب,1039,2078.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,قیر,جنوب,1006,2012.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,زنجان,قیدار,غرب,353,706.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,قم,قم,مرکز,128,256.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,قزوین,قزوین(محمدیه),شمال,179,358.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,قزوین,قزوین,شمال,199,398.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان غربی,قره ضیاالدین,غرب,845,1690.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان جنوبی,قائنات,شرق,1035,2070.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان جنوبی,قائن,شرق,1033,2066.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,قائم شهر,شمال,272,544.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,فیروز آباد,جنوب,932,1864.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,گیلان,فومن,شمال,388,776.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,فولادشهر,مرکز,464,928.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,فلاورجان,مرکز,447,894.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان رضوی,فریمان,شرق,907,1814.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,فریدونکنار,شمال,237,474.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,فریدونشهر,مرکز,420,840.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,فریدن,مرکز,403,806.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان جنوبی,فردوس,شرق,942,1884.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,چهار محال بختیاری,فارسان,جنوب,563,1126.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,علویجه,مرکز,439,878.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,بوشهر,عسلویه,جنوب,1173,2346.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان شرقی,عجبشیر,غرب,676,1352.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,عباس آباد تنکابن,شمال,183,366.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,عباس آباد,شمال,203,406.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان جنوبی,طبس,شرق,849,1698.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,گیلان,صومعه سرا,شمال,397,794.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,صفاشهر,جنوب,715,1430.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کرمانشاه,صحنه,غرب,428,856.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان شمالی,شیروان,شرق,803,1606.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,شیراز,جنوب,820,1640.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان غربی,شوط,غرب,892,1784.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خوزستان,شوشتر,جنوب,687,1374.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,چهار محال بختیاری,شهرکرد,جنوب,529,1058.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,شهرضا,مرکز,500,1000.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,شهر لار,جنوب,1162,2324.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,قزوین,شهر الوند,شمال,195,390.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان شرقی,شبستر,غرب,736,1472.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,بوشهر,شبانکاره,جنوب,933,1866.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,شاهین شهر,مرکز,404,808.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان غربی,شاهین دژ,غرب,607,1214.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,سمنان,شاهرود,شرق,406,812.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مرکزی,شازند,مرکز,310,620.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کرمان,سیرجان,شرق,949,1898.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خوزستان,سوسنگرد,جنوب,774,1548.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان شرقی,سهند,غرب,696,1392.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کردستان,سنندج,غرب,485,970.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کرمانشاه,سنقر,غرب,418,836.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,سمیرم,مرکز,599,1198.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,سمنان,سمنان,شرق,226,452.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,سلمانشهر (متل قو),شمال,194,388.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان غربی,سلماس,غرب,828,1656.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اردبیل,سرعین,غرب,663,1326.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان شرقی,سردرود,غرب,680,1360.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان رضوی,سرخس,شرق,1033,2066.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,سرخرود,شمال,236,472.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان جنوبی,سربیشه,شرق,1194,2388.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خوزستان,سربندر,جنوب,879,1758.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان جنوبی,سرایان,شرق,982,1964.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,سیستان و بلوچستان,سراوان,شرق,1797,3594.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,ایلام,سرابله,غرب,628,1256.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان شرقی,سراب,غرب,692,1384.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,سده لنجان,مرکز,481,962.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,سپاهان شهر,مرکز,432,864.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان رضوی,سبزوار,شرق,658,1316.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مرکزی,ساوه,مرکز,132,264.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,چهار محال بختیاری,سامان,جنوب,500,1000.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,ساری,شمال,297,594.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,زنجان,زنجان,غرب,379,758.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,زرین شهر,مرکز,475,950.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کرمان,زرند,شرق,882,1764.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,یزد,زرند,شرق,882,1764.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,سیستان و بلوچستان,زاهدان,شرق,1469,2938.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,سیستان و بلوچستان,زابل,شرق,1462,2924.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,رویان,شمال,224,448.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,گیلان,رودبار,شمال,307,614.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کرمان,رفسنجان,شرق,851,1702.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اردبیل,رضی,غرب,686,1372.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,گیلان,رضوانشهر,شمال,429,858.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,گیلان,رشت,شمال,372,744.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,همدان,رزن,مرکز,286,572.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,گلستان,رامیان,شمال,521,1042.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,رامسر,شمال,250,500.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,بوشهر,دیلم,جنوب,976,1952.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,دولت آباد,مرکز,401,802.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کهگیلویه و بویراحمد,دوگنبدان,جنوب,888,1776.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,لرستان,دورود,مرکز,391,782.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,ایلام,دهلران,غرب,746,1492.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,دهاقان,مرکز,522,1044.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مرکزی,دلیجان,مرکز,222,444.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خوزستان,دزفول,جنوب,635,1270.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,ایلام,دره شهر,غرب,605,1210.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان رضوی,درگز,شرق,951,1902.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,سمنان,دامغان,شرق,338,676.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,داران,مرکز,400,800.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,داراب,جنوب,1076,2152.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان غربی,خوی,غرب,834,1668.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,خورزوق,مرکز,400,800.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,خوراسگان,مرکز,418,836.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,خور و بیابانک ,مرکز,655,1310.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,خوانسار,مرکز,361,722.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان رضوی,خواف,شرق,1021,2042.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,خمینی شهر,مرکز,430,860.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مرکزی,خمین,مرکز,294,588.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,گیلان,خمام,شمال,387,774.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اردبیل,خلخال,غرب,580,1160.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خوزستان,خرمشهر,جنوب,891,1782.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,خرم بید,جنوب,734,1468.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,لرستان,خرم آباد,مرکز,438,876.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,زنجان,خدابنده(قیدار),غرب,353,706.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,زنجان,خدابنده,غرب,353,706.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,گلستان,خان‌ببین,شمال,542,1084.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,سیستان و بلوچستان,خاش,شرق,1643,3286.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,هرمزگان,حاجی آباد,جنوب,1095,2190.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان غربی,چهاربرج,غرب,680,1360.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان رضوی,چناران,شرق,850,1700.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,چمستان,شمال,246,492.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,بوشهر,چاه مبارک,جنوب,1184,2368.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,چالوس,شمال,173,346.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اصفهان,چادگان,مرکز,515,1030.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,سیستان و بلوچستان,چابهار,شرق,1792,3584.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,کرمان,جیرفت,شرق,1182,2364.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,خراسان رضوی,جوین,شرق,653,1306.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,مازندران,جویبار,شمال,296,592.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,فارس,جهرم,جنوب,1005,2010.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,بوشهر,جم,جنوب,1065,2130.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,آذربایجان شرقی,جلفا,غرب,807,1614.0
کمپرسور کولرگازی  PH400G2CS,2008,3,2.0,2.0,اردبیل,جعفر اباد,غرب,833,1666.0
